tswitch,u1,u2
0,1e-07,100
180,1.18018613318312e-06,58.2859777126341
360,0.0146467488662088,1.00010248929019e-07
540,0.101001217444603,1.00000020841541e-07
720,1,99.9999999999999
900,0.999999997362129,99.9999999999995
1080,0.0137149259550564,99.9999999999998
1260,0.997787093028556,1.02772243307513e-07
