Experiment,Time,TR_u_IPTG,TR_u_aTc,READOUT_RFP,READOUT_GFP,STD_RFP,STD_GFP
1,0,1,1e-06,1639.63862318558,3.55448304003739,81.9819311592792,0.177724152001869
1,4.98333333333333,1,1e-06,1641.41289483735,16.456293235649,82.0706447418675,0.822814661782451
1,9.98333333333333,1,1e-06,2014.33936926686,40.8652846180137,100.716968463343,2.04326423090069
1,14.9166666666667,1,1e-06,1966.75004202479,62.9312289710358,98.3375021012396,3.14656144855179
1,19.9833333333333,1,1e-06,2161.90214116124,99.385026863105,108.095107058062,4.96925134315525
1,24.9333333333333,1,1e-06,2137.05335804404,123.277391833051,106.852667902202,6.16386959165254
1,29.9666666666667,1,1e-06,2303.27044584137,148.751672434008,115.163522292068,7.4375836217004
1,34.9333333333333,1,1e-06,2210.36984775996,156.307320885113,110.518492387998,7.81536604425563
1,39.9333333333333,1,1e-06,2063.17934299918,218.513128367807,103.158967149959,10.9256564183903
1,44.9333333333333,1,1e-06,2245.80084350381,230.64355660322,112.29004217519,11.532177830161
1,49.9333333333333,1,1e-06,2218.0975096525,249.933704703265,110.904875482625,12.4966852351632
1,54.9333333333333,1,1e-06,2397.91347189611,261.049688846982,119.895673594806,13.0524844423491
1,59.9666666666667,1,1e-06,2143.96991112984,280.960743145754,107.198495556492,14.0480371572877
1,64.9333333333333,1,1e-06,2165.15160785023,273.50180231778,108.257580392512,13.675090115889
1,69.9333333333333,1,1e-06,2174.27580296777,294.726233393756,108.713790148388,14.7363116696878
1,74.9333333333333,1,1e-06,1896.42301240456,323.597383023603,94.8211506202282,16.1798691511801
1,79.9333333333333,1,1e-06,1896.60405788917,350.659852711286,94.8302028944588,17.5329926355643
1,84.9333333333333,1,1e-06,1799.89522602825,375.176026098524,89.9947613014125,18.7588013049262
1,89.9333333333333,1,1e-06,1748.71360976988,388.868952126657,87.4356804884941,19.4434476063329
1,94.9333333333333,1,1e-06,1652.67870091521,378.06759903892,82.6339350457606,18.903379951946
1,99.9333333333333,1,1e-06,1575.91510504607,413.820016201698,78.7957552523037,20.6910008100849
1,104.933333333333,1,1e-06,1598.9898750603,419.77486733769,79.949493753015,20.9887433668845
1,109.933333333333,1,1e-06,1358.45968044004,455.639905654791,67.9229840220022,22.7819952827396
1,114.933333333333,1,1e-06,1460.84131374087,466.324740546136,73.0420656870434,23.3162370273068
1,119.933333333333,1,1e-06,1405.18646257532,484.678625158312,70.2593231287662,24.2339312579156
1,124.933333333333,1,1e-06,1211.24403993486,498.068109023137,60.5622019967431,24.9034054511569
1,129.933333333333,1,1e-06,1210.26094801865,479.940277964688,60.5130474009323,23.9970138982344
1,134.933333333333,1,1e-06,1108.97633458586,498.59879574462,55.448816729293,24.929939787231
1,139.933333333333,1,1e-06,1127.57090519207,538.063994088503,56.3785452596033,26.9031997044252
1,144.933333333333,1,1e-06,1104.50117787115,600.988350942488,55.2250588935573,30.0494175471244
1,149.966666666667,1,1e-06,957.070549936265,543.319305862439,47.8535274968133,27.165965293122
1,155.216666666667,1,1e-06,864.489934913374,596.12481536192,43.2244967456687,29.806240768096
1,160.2,1,1e-06,781.389357500452,584.098674998403,39.0694678750226,29.2049337499202
1,165.116666666667,1,1e-06,761.993262905381,621.481558438621,38.099663145269,31.0740779219311
1,169.95,1,1e-06,770.164027511266,636.631979715094,38.5082013755633,31.8315989857547
1,174.966666666667,1,1e-06,705.691355691196,642.082258990194,35.2845677845598,32.1041129495097
1,180.083333333333,1,1e-06,618.306137819947,664.497263233428,30.9153068909974,33.2248631616714
1,184.933333333333,1,1e-06,644.980719440303,692.476041138174,32.2490359720151,34.6238020569087
1,189.933333333333,1,1e-06,635.323819702961,666.161762581206,31.766190985148,33.3080881290603
1,194.966666666667,1,1e-06,574.340670614525,660.732501652409,28.7170335307262,33.0366250826204
1,199.966666666667,1,1e-06,561.053315440975,700.08192882778,28.0526657720487,35.004096441389
1,204.983333333333,1,1e-06,548.89727894195,762.995751510877,27.4448639470975,38.1497875755438
1,209.933333333333,1,1e-06,512.277350447086,734.256628358141,25.6138675223543,36.7128314179071
1,214.933333333333,1,1e-06,491.457719783057,766.386659640567,24.5728859891529,38.3193329820284
1,219.966666666667,1,1e-06,441.716575052164,745.574335030703,22.0858287526082,37.2787167515351
1,224.933333333333,1,1e-06,454.217740942973,746.716064846209,22.7108870471487,37.3358032423105
1,229.933333333333,1,1e-06,412.736513033782,786.438264717588,20.6368256516891,39.3219132358794
1,234.983333333333,1,1e-06,378.976359457079,869.056531401086,18.9488179728539,43.4528265700543
1,239.95,1,1e-06,392.679747373693,817.355154330628,19.6339873686847,40.8677577165314
1,244.933333333333,1,1e-06,382.158016015848,837.143432080022,19.1079008007924,41.8571716040011
1,249.933333333333,1,1e-06,345.366073547354,872.766347122086,17.2683036773677,43.6383173561043
1,254.933333333333,1,1e-06,335.93951132861,859.929931976625,16.7969755664305,42.9964965988312
1,259.95,1,1e-06,322.929040466069,987.78032487927,16.1464520233034,49.3890162439635
1,264.933333333333,1,1e-06,287.387962267912,928.816293870897,14.3693981133956,46.4408146935449
1,269.933333333333,1,1e-06,290.009222531713,905.734457957464,14.5004611265856,45.2867228978732
1,274.933333333333,1,1e-06,270.297208941599,937.534773361602,13.51486044708,46.8767386680801
1,279.983333333333,1,1e-06,253.528534922619,956.219351087802,12.676426746131,47.8109675543901
1,284.933333333333,1,1e-06,240.98952253297,963.574940506481,12.0494761266485,48.1787470253241
1,289.95,1,1e-06,252.593625818973,1057.70625381885,12.6296812909486,52.8853126909425
1,294.933333333333,1,1e-06,254.307175408768,955.793346896849,12.7153587704384,47.7896673448424
1,299.95,1,1e-06,217.596424545416,1052.83188007798,10.8798212272708,52.6415940038989
1,304.933333333333,1,1e-06,237.024178716838,1025.13935500772,11.8512089358419,51.2569677503862
1,309.933333333333,1,1e-06,226.690474311417,988.5606887723,11.3345237155708,49.428034438615
1,315.2,1,1e-06,210.218313243595,1123.38022445345,10.5109156621798,56.1690112226726
1,319.983333333333,1,1e-06,185.994974531975,1106.0693867575,9.29974872659877,55.303469337875
1,324.933333333333,1,1e-06,187.607956650454,1089.71935756066,9.38039783252268,54.4859678780332
1,329.95,1,1e-06,189.562412183241,1097.07725180547,9.47812060916204,54.8538625902736
1,335.266666666667,1,1e-06,177.640957373939,1244.80389645181,8.88204786869693,62.2401948225903
1,340.016666666667,1,1e-06,206.129413810679,1172.81379095132,10.3064706905339,58.640689547566
1,345.05,1,1e-06,188.757107443253,1034.92912398779,9.43785537216264,51.7464561993896
1,349.983333333333,1,1e-06,174.768968206349,1155.84726440246,8.73844841031747,57.7923632201232
1,354.933333333333,1,1e-06,168.892627324843,1239.24272165391,8.44463136624215,61.9621360826956
1,359.933333333333,1,1e-06,156.403579505619,1183.99367520212,7.82017897528095,59.199683760106
1,364.933333333333,1,1e-06,158.706896974183,1164.45586980798,7.93534484870917,58.2227934903988
1,369.933333333333,1,1e-06,161.805281982761,1208.54951915973,8.09026409913806,60.4274759579865
1,374.95,1,1e-06,161.366412894435,1266.1845938137,8.06832064472174,63.3092296906852
1,380,1,1e-06,170.495580746675,1114.62046971266,8.52477903733377,55.7310234856329
