Experiment,Time,TR_u_IPTG,TR_u_aTc,READOUT_RFP,READOUT_GFP,STD_RFP,STD_GFP
6,185.033333333333,1e-06,50,125.877793260581,1263.04267215861,1.25877793260581,12.6304267215861
6,190.05,1e-06,50,133.958931833149,1255.90795807022,1.33958931833149,12.5590795807022
6,195.05,1e-06,50,142.622383405422,1205.60294764852,1.42622383405422,12.0560294764852
6,200.05,1e-06,50,154.224171629024,1189.68967775608,1.54224171629024,11.8968967775608
6,205.033333333333,1e-06,50,163.668393722652,1127.88004225451,1.63668393722652,11.2788004225451
6,210.033333333333,1e-06,50,176.234726009526,1078.8089519324,1.76234726009526,10.788089519324
6,215.05,0.5,1e-06,190.155020267734,1027.87957169134,1.90155020267734,10.2787957169134
6,220.05,0.5,1e-06,199.172247627467,1007.54421235091,1.99172247627467,10.0754421235091
6,225.05,0.5,1e-06,211.915383145009,998.378775714091,2.11915383145009,9.98378775714091
6,230.033333333333,0.5,1e-06,218.650543791716,1006.98218555549,2.18650543791716,10.0698218555549
6,235.05,0.5,1e-06,223.615494732959,995.645742647099,2.23615494732959,9.95645742647099
6,240.05,0.5,1e-06,228.781027971954,1000.1986422088,2.28781027971954,10.001986422088
6,245.05,0.5,1e-06,233.611151525876,981.567937915626,2.33611151525876,9.81567937915626
6,250.05,0.5,1e-06,238.962222886452,984.688449495131,2.38962222886452,9.84688449495131
6,255.05,0.5,1e-06,239.369567549165,1000.4384545034,2.39369567549165,10.004384545034
6,260.05,0.5,1e-06,233.517937322626,1003.20839528352,2.33517937322626,10.0320839528352
6,265.05,0.5,1e-06,235.827770511399,994.492820474658,2.35827770511399,9.94492820474658
6,270.05,0.5,1e-06,231.978123049802,975.385924253286,2.31978123049802,9.75385924253287
6,275.05,0.5,1e-06,228.194952136064,998.266548178819,2.28194952136064,9.98266548178819
6,280.033333333333,0.5,1e-06,226.501938041226,973.936118042763,2.26501938041226,9.73936118042763
6,285.033333333333,0.5,1e-06,226.432130541717,997.272264057594,2.26432130541717,9.97272264057594
6,290.033333333333,0.5,1e-06,219.22653771687,994.425599964127,2.1922653771687,9.94425599964127
6,295.05,0.5,1e-06,218.303241606011,1006.01560130114,2.18303241606011,10.0601560130114
6,300.033333333333,0.5,1e-06,213.747219876777,1011.56426944833,2.13747219876777,10.1156426944833
6,305.05,0.5,1e-06,207.030487401506,1006.2215261058,2.07030487401506,10.062215261058
6,310.05,0.5,1e-06,208.085773034639,1010.39189143518,2.08085773034639,10.1039189143518
6,315.05,0.5,1e-06,204.382164400548,994.790443782291,2.04382164400548,9.94790443782291
6,320.033333333333,0.5,1e-06,197.660049762227,1008.71174943505,1.97660049762227,10.0871174943505
6,325.05,0.5,1e-06,192.568327851785,1015.55683102077,1.92568327851785,10.1555683102077
6,330.05,0.5,1e-06,192.116902099038,1016.89394435694,1.92116902099038,10.1689394435694
6,335.05,0.5,1e-06,188.022829289479,1022.56516380623,1.88022829289479,10.2256516380623
6,340.05,0.5,1e-06,185.043457731572,1020.2784458077,1.85043457731572,10.202784458077
6,345.05,0.5,1e-06,179.052418399803,1024.85256061745,1.79052418399803,10.2485256061745
6,350.05,0.5,1e-06,176.238120549083,1039.62032508445,1.76238120549083,10.3962032508445
6,355.05,0.5,1e-06,176.424756885133,1031.19001664298,1.76424756885133,10.3119001664298
6,360.05,0.5,1e-06,171.683856281976,1040.53421364986,1.71683856281976,10.4053421364986
6,365.05,0.5,1e-06,167.569948784163,1042.50875082017,1.67569948784163,10.4250875082017
6,370.05,0.5,1e-06,165.978605593714,1049.91160216307,1.65978605593714,10.4991160216307
