0,0,0,0
0,0,0,0
0,0,0,0
2212.2,28.4304,534.611,630.647
8.58E-05,1469.64,1344.04,1650.14
9.45782,1728.04,1283.2,211.556
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
46.2118,1208.08,388.859,1000.79
4.37389,2593.49,936.501,445.28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26.5764,1765.08,180.563,149.141
8.48E-11,1019.38,1239.43,305.649
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
