Experiment,Time,TR_u_IPTG,TR_u_aTc,READOUT_RFP,READOUT_GFP,STD_RFP,STD_GFP
1,0,1,1e-06,2764.61466259329,158.608748834354,138.230733129665,7.93043744171769
1,4.98333333333333,1,1e-06,4237.93877033494,125.655294283117,211.896938516747,6.28276471415584
1,9.98333333333333,1,1e-06,3655.17077655997,120.460729690609,182.758538827999,6.02303648453044
1,14.9166666666667,1,1e-06,3447.48948791172,110.42472382337,172.374474395586,5.52123619116851
1,19.9833333333333,1,1e-06,3034.07792818297,101.656978187422,151.703896409148,5.08284890937109
1,24.9333333333333,1,1e-06,3067.06411163488,102.739279232828,153.353205581744,5.13696396164138
1,29.9666666666667,1,1e-06,3315.09286902195,111.68295119725,165.754643451097,5.58414755986251
1,34.9333333333333,1,1e-06,3432.57748457781,122.329077337706,171.62887422889,6.11645386688532
1,39.9333333333333,1,1e-06,3486.54263643205,130.14739274457,174.327131821602,6.50736963722851
1,44.9333333333333,1,1e-06,3413.30551810311,133.288840257962,170.665275905155,6.66444201289808
1,49.9333333333333,1,1e-06,3442.94388968847,137.861991937459,172.147194484423,6.89309959687294
1,54.9333333333333,1,1e-06,3280.9415582666,141.085085341993,164.04707791333,7.05425426709966
1,59.9666666666667,1,1e-06,3275.98463764178,145.03298472041,163.799231882089,7.25164923602052
1,64.9333333333333,1,1e-06,3264.14185855605,151.009468658779,163.207092927802,7.55047343293895
1,69.9333333333333,1,1e-06,3274.34172574212,156.48415650592,163.717086287106,7.824207825296
1,74.9333333333333,1,1e-06,3226.46525771268,160.29168221422,161.323262885634,8.01458411071102
1,79.9333333333333,1,1e-06,3177.37431417114,161.775061164917,158.868715708557,8.08875305824584
1,84.9333333333333,1,1e-06,3131.37169270126,161.946646036534,156.568584635063,8.09733230182668
1,89.9333333333333,1,1e-06,3120.6089543394,166.500267339136,156.03044771697,8.32501336695681
1,94.9333333333333,1,1e-06,3079.93406196839,171.002432287672,153.996703098419,8.5501216143836
1,99.9333333333333,1,1e-06,3045.44964748443,177.472141576991,152.272482374222,8.87360707884955
1,104.933333333333,1,1e-06,2926.11906272854,185.008314074326,146.305953136427,9.25041570371632
1,109.933333333333,1,1e-06,2831.31699834536,190.533722848929,141.565849917268,9.52668614244644
1,114.933333333333,1,1e-06,2737.00841141672,195.551126537926,136.850420570836,9.77755632689631
1,119.933333333333,1,1e-06,2590.39342909849,203.622314308212,129.519671454925,10.1811157154106
1,124.933333333333,1,1e-06,2453.94946668214,209.821202765271,122.697473334107,10.4910601382636
1,129.933333333333,1,1e-06,2321.24718293664,217.077005693262,116.062359146832,10.8538502846631
1,134.933333333333,1,1e-06,2301.32275093289,233.262572696369,115.066137546645,11.6631286348185
1,139.933333333333,1,1e-06,2134.75246137105,240.877294431295,106.737623068553,12.0438647215647
1,144.933333333333,1,1e-06,1999.94377008681,251.217044148666,99.9971885043404,12.5608522074333
1,149.966666666667,1,1e-06,1900.85363031073,258.434035159364,95.0426815155364,12.9217017579682
1,155.216666666667,1,1e-06,1719.4243928176,267.642556862867,85.9712196408801,13.3821278431433
1,160.2,1,1e-06,1579.21626755886,281.560123440853,78.960813377943,14.0780061720427
1,165.116666666667,1,1e-06,1484.23433515467,291.26764918277,74.2117167577333,14.5633824591385
1,169.95,1,1e-06,1368.14221050329,302.70909099189,68.4071105251644,15.1354545495945
1,174.966666666667,1,1e-06,1335.17330466532,323.51014669285,66.7586652332662,16.1755073346425
1,180.083333333333,1,1e-06,1320.42486776175,342.182383263294,66.0212433880876,17.1091191631647
1,184.933333333333,1,1e-06,1273.19266069426,365.945004604597,63.6596330347132,18.2972502302299
1,189.933333333333,1,1e-06,1145.80602920373,375.000891223599,57.2903014601863,18.75004456118
1,194.966666666667,1,1e-06,1047.10598374394,386.030435192628,52.355299187197,19.3015217596314
1,199.966666666667,1,1e-06,908.820385331623,402.069501286161,45.4410192665811,20.103475064308
1,204.983333333333,1,1e-06,811.31311261984,414.276330789711,40.565655630992,20.7138165394856
1,209.933333333333,1,1e-06,745.935662052237,427.820306460353,37.2967831026118,21.3910153230177
1,214.933333333333,1,1e-06,640.830613421169,446.121344212293,32.0415306710585,22.3060672106146
1,219.966666666667,1,1e-06,566.064732767386,460.004788421745,28.3032366383693,23.0002394210873
1,224.933333333333,1,1e-06,522.283729556438,475.154880879265,26.1141864778219,23.7577440439633
1,229.933333333333,1,1e-06,491.517041129499,489.068527077494,24.5758520564749,24.4534263538747
1,234.983333333333,1,1e-06,428.133707518831,500.051847494802,21.4066853759415,25.0025923747401
1,239.95,1,1e-06,394.043240618018,513.961578345216,19.7021620309009,25.6980789172608
1,244.933333333333,1,1e-06,375.601773621861,523.676712782602,18.780088681093,26.1838356391301
1,249.933333333333,1,1e-06,330.034061050243,531.978910730821,16.5017030525122,26.598945536541
1,254.933333333333,1,1e-06,295.678835301023,549.488253181282,14.7839417650512,27.4744126590641
1,259.95,1,1e-06,282.045275635227,560.110821907352,14.1022637817613,28.0055410953676
1,264.933333333333,1,1e-06,251.456860568193,577.353065228585,12.5728430284097,28.8676532614293
1,269.933333333333,1,1e-06,230.079221057893,595.011751777127,11.5039610528946,29.7505875888564
1,274.933333333333,1,1e-06,216.286887183714,605.598179650387,10.8143443591857,30.2799089825193
1,279.983333333333,1,1e-06,189.527189351892,617.194033226005,9.47635946759461,30.8597016613002
1,284.933333333333,1,1e-06,169.603757217637,625.552054225791,8.48018786088183,31.2776027112896
1,289.95,1,1e-06,158.123853994015,637.416089104459,7.90619269970076,31.870804455223
1,294.933333333333,1,1e-06,138.480582352325,653.940266802746,6.92402911761624,32.6970133401373
1,299.95,1,1e-06,122.24383169189,662.786541007976,6.11219158459449,33.1393270503988
1,304.933333333333,1,1e-06,113.06314474865,675.242730746498,5.65315723743249,33.7621365373249
1,309.933333333333,1,1e-06,97.2291077403874,689.718809449433,4.86145538701937,34.4859404724717
1,315.2,1,1e-06,86.5605510574101,699.5043430253,4.32802755287051,34.975217151265
1,319.983333333333,1,1e-06,79.8087736978335,709.912427495874,3.99043868489168,35.4956213747937
1,324.933333333333,1,1e-06,79.2528301831888,722.556252718721,3.96264150915944,36.1278126359361
1,329.95,1,1e-06,72.2071041489866,736.402623450098,3.61035520744933,36.8201311725049
1,335.266666666667,1,1e-06,67.6582604940945,753.571603936279,3.38291302470473,37.678580196814
1,340.016666666667,1,1e-06,64.5141499127068,771.140569114423,3.22570749563534,38.5570284557212
1,345.05,1,1e-06,58.9952365299776,781.376951437552,2.94976182649888,39.0688475718776
1,349.983333333333,1,1e-06,55.8278397964094,795.850027650484,2.79139198982047,39.7925013825242
1,354.933333333333,1,1e-06,53.4500760180832,808.755707858902,2.67250380090416,40.4377853929451
1,359.933333333333,1,1e-06,49.3244062798923,814.953542246443,2.46622031399461,40.7476771123222
1,364.933333333333,1,1e-06,46.6573301673471,824.310737540863,2.33286650836736,41.2155368770431
1,369.933333333333,1,1e-06,45.0847279236923,832.943059111883,2.25423639618461,41.6471529555942
1,374.95,1,1e-06,41.5286343614973,829.245833714668,2.07643171807486,41.4622916857334
1,380,1,1e-06,38.7843044860659,837.785490910438,1.9392152243033,41.8892745455219
1,384.933333333333,1,1e-06,37.518406129081,836.73633455222,1.87592030645405,41.836816727611
1,389.983333333333,1,1e-06,34.5407154000957,824.930673964184,1.72703577000478,41.2465336982092
1,394.95,1,1e-06,33.3666605117263,818.549356076001,1.66833302558632,40.9274678038
1,399.95,1,1e-06,32.60646362654,813.224694235295,1.630323181327,40.6612347117647
1,404.933333333333,1,1e-06,31.24509671755,799.936079665834,1.5622548358775,39.9968039832917
1,409.933333333333,1,1e-06,31.5940806428922,789.939238743865,1.57970403214461,39.4969619371933
1,414.933333333333,1,1e-06,32.654343461262,774.486535193401,1.6327171730631,38.72432675967
1,419.933333333333,1,1e-06,39.3332044987393,761.359424564656,1.96666022493697,38.0679712282328
1,424.933333333333,1e-06,100,49.6430454510463,746.036577255836,2.48215227255231,37.3018288627918
1,429.95,1e-06,100,59.073059792404,722.474504830373,2.9536529896202,36.1237252415186
1,434.933333333333,1e-06,100,69.1086561698828,713.015698928093,3.45543280849414,35.6507849464046
1,439.95,1e-06,100,96.5899354423548,695.159169913584,4.82949677211774,34.7579584956792
1,444.95,1e-06,100,113.291749330279,658.985426597141,5.66458746651393,32.9492713298571
1,449.933333333333,1e-06,100,130.301284502123,632.379636900329,6.51506422510614,31.6189818450164
1,454.95,1e-06,100,181.848712376811,609.028155436963,9.09243561884054,30.4514077718481
1,459.933333333333,1e-06,100,227.134805567966,577.293989431277,11.3567402783983,28.8646994715639
1,464.933333333333,1e-06,100,253.649806429804,550.825580437454,12.6824903214902,27.5412790218727
1,469.95,1e-06,100,332.380503632329,529.352796768554,16.6190251816164,26.4676398384277
1,474.933333333333,1e-06,100,401.389348311048,512.757951547393,20.0694674155524,25.6378975773697
1,479.933333333333,1e-06,100,438.844998092483,490.264540001881,21.9422499046242,24.513227000094
1,484.933333333333,1e-06,100,545.284907544161,468.21255662356,27.264245377208,23.410627831178
1,489.933333333333,1e-06,100,639.535347279405,450.692476565004,31.9767673639703,22.5346238282502
1,495.066666666667,1e-06,100,700.686588837714,426.291855919265,35.0343294418857,21.3145927959632
1,499.933333333333,1e-06,100,792.833246492892,395.671105750637,39.6416623246446,19.7835552875318
1,504.933333333333,1e-06,100,863.980427098445,378.739394414798,43.1990213549223,18.9369697207399
1,509.933333333333,1e-06,100,918.846437275958,357.414964712726,45.9423218637979,17.8707482356363
1,515,1e-06,100,1046.11876245485,329.537800088798,52.3059381227425,16.4768900044399
1,519.933333333333,1e-06,100,1118.60686141701,311.125537641762,55.9303430708503,15.5562768820881
1,524.933333333333,1e-06,100,1165.24280497031,286.772442189993,58.2621402485155,14.3386221094997
1,529.933333333333,1e-06,100,1317.11990841146,261.951279140318,65.8559954205731,13.0975639570159
1,534.95,1e-06,100,1418.47167560735,251.876800301673,70.9235837803675,12.5938400150837
1,539.933333333333,1e-06,100,1498.54337377126,235.400631399814,74.927168688563,11.7700315699907
1,544.983333333333,1e-06,100,1661.94213767771,227.235262806814,83.0971068838853,11.3617631403407
1,549.933333333333,1e-06,100,1769.54602354925,213.336792893054,88.4773011774625,10.6668396446527
1,554.933333333333,1e-06,100,1843.74321771584,197.899594910588,92.187160885792,9.8949797455294
1,559.933333333333,1e-06,100,2000.50712215473,189.539324838444,100.025356107737,9.4769662419222
1,564.933333333333,1e-06,100,2081.8048564507,176.298272539667,104.090242822535,8.81491362698334
1,569.933333333333,1e-06,100,2144.44205030781,164.346266490282,107.22210251539,8.21731332451409
1,574.933333333333,1e-06,100,2230.05826232303,159.6055992813,111.502913116152,7.98027996406498
1,579.933333333333,1e-06,100,2306.32830496346,148.856492505071,115.316415248173,7.44282462525353
1,584.933333333333,1e-06,100,2367.28450227196,146.580077050525,118.364225113598,7.32900385252624
1,589.933333333333,1e-06,100,2553.73942187199,144.641399609067,127.686971093599,7.23206998045336
1,594.933333333333,1e-06,100,2666.78821394682,141.519812422126,133.339410697341,7.07599062110628
1,599.933333333333,1e-06,100,2726.01419860912,137.099619985221,136.300709930456,6.85498099926103
1,605.116666666667,1e-06,100,2756.17501172159,134.098731645272,137.80875058608,6.70493658226362
1,609.933333333333,1e-06,100,2851.57565120509,131.013984412149,142.578782560254,6.55069922060743
1,615.033333333333,1e-06,100,2936.2821267171,128.764894170953,146.814106335855,6.43824470854766
1,619.95,1e-06,100,3137.36768260266,126.941699932129,156.868384130133,6.34708499660643
1,624.933333333333,1e-06,100,3210.95756137103,124.045846791422,160.547878068551,6.2022923395711
1,629.95,1e-06,100,3279.91242009818,120.925164082369,163.995621004909,6.04625820411845
1,635.033333333333,1e-06,100,3322.38361417048,119.911322845332,166.119180708524,5.99556614226659
1,640.016666666667,1e-06,100,3403.17806384506,118.603234310333,170.158903192253,5.93016171551666
1,644.933333333333,1e-06,100,3449.3759411344,117.286685879661,172.46879705672,5.86433429398306
1,649.933333333333,1e-06,100,3507.63294179025,115.814068727163,175.381647089513,5.79070343635815
1,654.933333333333,1e-06,100,3612.10254130229,115.372447937335,180.605127065114,5.76862239686677
1,659.933333333333,1e-06,100,3678.57421851272,115.001451530123,183.928710925636,5.75007257650615
1,664.933333333333,1e-06,100,3731.42924353356,111.285763086124,186.571462176678,5.56428815430619
1,669.916666666667,1e-06,100,3745.55015567934,107.292245261526,187.277507783967,5.36461226307629
1,674.933333333333,1e-06,100,3796.54761457349,107.052844913446,189.827380728675,5.35264224567228
1,679.933333333333,1e-06,100,3837.95202797354,102.856526613042,191.897601398677,5.1428263306521
1,684.933333333333,1e-06,100,3691.60581014395,98.4616170722813,184.580290507197,4.92308085361407
1,689.933333333333,1e-06,100,3745.0665688571,96.4928590402025,187.253328442855,4.82464295201013
1,694.933333333333,1e-06,100,3838.44893173438,96.9075232703459,191.922446586719,4.84537616351729
1,699.933333333333,1e-06,100,3802.32292895263,95.3682873495683,190.116146447631,4.76841436747842
1,704.933333333333,1e-06,100,3739.21300547389,90.7989836068465,186.960650273695,4.53994918034233
1,709.933333333333,1e-06,100,3719.75280445059,84.1573730035423,185.987640222529,4.20786865017712
