kL_p_m0,0.562846
kL_p_m,6.11164
theta_T,407.584
theta_aTc,22.8372
n_aTc,14.9028
n_T,7.64425
kT_p_m0,1.054
kT_p_m,1.98298
theta_L,47.9497
theta_IPTG,7.06E-05
n_IPTG,0.230734
n_L,5.08988
k_iptg,0.00185987
k_aTc,0.0291807
