kL_p_m0,0.249427
kL_p_m,6.9723
theta_T,200.529
theta_aTc,0.191421
n_aTc,0.0869993
n_T,3.47342
kT_p_m0,6.21E-06
kT_p_m,3.74279
theta_L,0.00703205
theta_IPTG,5.40E-06
n_IPTG,0.977947
n_L,0.832167
k_iptg,0.0611221
k_aTc,0.104594
