0,0,0,0
0,0,0,0
0,0,0,0
1690.51,3.51478,111.948,358.912
14.8601,2093.26,2209.73,263.642
0.0159684,1596.37,481.314,270.018
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
41.268,1267.79,2643.98,2877.11
1.30748,1864.55,552.664,479.859
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43.4961,1974.64,1667.33,1121.93
43.7173,1694.19,1809.42,24.0654
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
