g_mG,0.0124533,0,1,,,
g_mR,0.0233917,0,1,,,
theta_T,0.132637,0.1,1,,,
theta_aTc,0.554709,0.1,1,,,
theta_L,3.57E-10,0,1,,,
theta_IPTG,1.32356,0.1,5,,,
sc_T_molec,0.0173563,0,1,,,
sc_L_molec,0.113261,0,1,,,
k_iptg,0.210857,0.05,1,,,
k_aTc,0.0142903,0.1,1,,,
n_mrnaRFP,1.3542,1,5,,,
k_mrnaRFP,1.56893,0.1,1,,,
n_mrnaGFP,5.38711,1,5,,,
k_mrnaGFP,0.401218,0,5,,,
n_T,2.17171,1,5,,,
n_aTc,1.77037,1,5,,,
n_L,0.0390429,0,5,,,
n_IPTG,0.980674,1,5,,,
