0,0,0,0
0,0,0,0
0,0,0,0
4176.26,2.35068,0.993658,0.993658
1.98E-05,1489.24,0.757345,0.757345
0.00433097,1649.17,0.757345,0.757345
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.58E-08,1762.37,0.757345,0.757345
2.04639,1360.28,0.757345,0.757345
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.316414,1356.98,0.757345,0.757345
0.803565,1583.1,0.757345,0.757345
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
